-34,063029	-66,532192
-27,303785	-54,641055
-29,896992	-59,817059
-29,306288	-61,437121
-31,157403	-61,097431
-32,687621	-60,927585
-32,279848	-61,698421
-31,045533	-60,39192
-34,596345	-58,396425
-29,749641	-61,058236
-34,609062	-58,491182
-23,063177	-65,400311
-34,577281	-58,455555
-34,629322	-58,396371
-43,034712	-65,585232
-34,585362	-58,47432
-34,580846	-58,446605
-36,713876	-64,314259
-34,202081	-64,51665
-33,270201	-62,45122
-30,575789	-64,84624
-33,568514	-67,793834
-27,375095	-65,364753
-31,094621	-64,714404
-39,976143	-68,724259
-31,358436	-61,463251
-30,585247	-63,604785
-34,584412	-58,491064
-34,639536	-58,415425
-31,12284	-65,05498
-34,587977	-58,467391
-29,301945	-58,0647
-34,675632	-58,46104
-33,128002	-67,771861
-34,161473	-67,398326
-31,55904	-61,110496
-39,92561	-65,845841
-33,093539	-60,70548
-31,043594	-67,810727
-26,414907	-65,804206
-23,698478	-65,444256
-34,616018	-58,513872
-27,739111	-59,470487
-34,61578	-58,39666
-53,863336	-68,190924
-34,579896	-58,42553
-34,612216	-58,500303
-34,616968	-58,401279
-34,612454	-58,506077
-34,616018	-58,413982
-34,641436	-58,439965
-31,226238	-62,791796
-34,58869	-58,492219
-30,859136	-65,318652
-29,066757	-61,097431
-54,140261	-67,470332
-34,646424	-58,506943
-33,394411	-67,80482
-39,04796	-70,895338
-34,618394	-58,386267
-31,676105	-62,956591
-32,394572	-58,457892
-34,895585	-58,497531
-31,356896	-64,283959
-29,507993	-66,846124
-33,072781	-68,79359
-36,588057	-56,883153
-34,564494	-58,467653
-28,177013	-63,910777
-34,617912	-58,389032
-34,619042	-58,408945
-34,604349	-58,447741
-34,610565	-58,399675
-34,610565	-58,514689
-34,614239	-58,414438
-34,582587	-58,486193
-34,932214	-58,015884
-30,56633	-63,989306
-30,585247	-64,088183
-31,133605	-58,765509
-31,793627	-67,777768
-30,779671	-68,008481
-30,24965	-68,645688
-32,622159	-65,455531
-31,380746	-61,750682
-32,036515	-61,528576
-31,280307	-61,620031
-33,246644	-60,770805
-30,506731	-60,60096
-30,686667	-61,620031
-33,802115	-61,829072
-26,380464	-65,210945
-24,78658	-66,349614
-27,52621	-65,326301
-35,191426	-69,617564
-38,016696	-70,247145
-31,957521	-60,424445
-32,967382	-58,603615
-29,556623	-60,44418
-31,380746	-61,750682
-36,747376	-56,776912
-36,876811	-56,795389
-28,544462	-65,705877
-34,671851	-58,741087
-50,496233	-69,968969
-37,138706	-56,966299
-37,215994	-57,100255
-37,396027	-57,063301
-37,513367	-57,206496
-37,469386	-57,164923
-38,002724	-57,594507
-38,119106	-57,631461
-37,773056	-57,515981
-38,586391	-58,740065
-38,748687	-61,996588
-38,593612	-62,407695
-38,672995	-62,592462
-34,976363	-57,925393
-47,350282	-70,847876
-29,588586	-61,077528
-34,619124	-58,632328
-30,501541	-60,132704
-34,573252	-58,805955
-34,438582	-58,572495
-24,806527	-64,097417
-22,622755	-66,262738
-34,556714	-58,70192
-25,013089	-61,865506
-28,493639	-61,560927
-33,104704	-62,253466
-34,643571	-58,77745
-31,806908	-62,90166
-42,526715	-63,871365
-41,618163	-70,291802
-34,734902	-58,427566
-34,733077	-58,257623
-35,343915	-67,50819
-33,35934	-66,257533
-27,826269	-64,114021
-31,338907	-65,241747
-24,866348	-65,536626
-26,919276	-60,316434
-39,384278	-65,274552
-34,679653	-65,894985
-37,545971	-64,632863
-32,190256	-58,31507
-34,575007	-59,116227
-40,633392	-66,710259
-22,795043	-65,696942
-34,795125	-58,824101
-34,559458	-58,559745
-34,03066	-62,198134
-26,544644	-54,498233
-34,497233	-58,700809
-34,52103	-58,503097
-33,170511	-60,747938
-33,13364	-59,369757
-34,806982	-58,225411
-34,813366	-58,467553
-31,338907	-65,241747
-29,970006	-60,989638
-34,830691	-58,646382
-34,56769	-58,608617
-34,464271	-58,919625
-31,443426	-58,205206
-36,550763	-66,500877
-27,493987	-55,470523
-34,307525	-59,100676
-34,504556	-59,221747
-34,462439	-59,458335
-35,011019	-58,757457
-34,913864	-60,022775
-31,597325	-68,382016
-34,604139	-60,971555
-35,496573	-60,852172
-35,069251	-62,774263
-35,209381	-69,298961
-35,086547	-62,193066
-33,997681	-69,068248
-35,065632	-67,244518
-37,421093	-59,128572
-37,588752	-62,774263
-40,549716	-63,049011
-36,941201	-60,280399
-33,490376	-64,044238
-32,532273	-63,341113
-33,169101	-64,296923
-31,507658	-64,198046
-44,939475	-67,485867
-43,122982	-69,353542
-31,834914	-62,605029
-35,655248	-58,124686
-33,656188	-60,216996
-26,866624	-65,183479
-26,812708	-64,875862
-27,121148	-64,952766
-32,383952	-63,835497
-47,587933	-69,881079
-48,16271	-68,211157
-36,492256	-60,766491
-37,55525	-61,75981
-40,412525	-68,328751
-38,034005	-70,181227
-38,239019	-61,770377
-35,250674	-62,013423
-36,881027	-66,852101
-25,361051	-62,326932
-31,52639	-63,055468
-31,638699	-64,769335
-30,395906	-63,956347
-34,635666	-59,582962
-34,696118	-68,277232
-38,875296	-60,713655
-38,230719	-58,240925
-32,021398	-64,780322
